name,time,application,num_replicas,batch_size
cifar10-1311,330055.0,cifar10,12,4096
cifar10-1312,330059.0,cifar10,12,4096
cifar10-1313,330064.0,cifar10,8,2048
ncf-1314,330068.0,ncf,1,32768
cifar10-1315,330073.0,cifar10,6,2048
cifar10-1316,330077.0,cifar10,16,4096
cifar10-1317,330082.0,cifar10,12,4096
cifar10-1318,330086.0,cifar10,16,4096
ncf-1319,330091.0,ncf,1,32768
ncf-1320,330096.0,ncf,1,32768
cifar10-1321,330096.0,cifar10,16,4096
cifar10-1322,330100.0,cifar10,12,4096
cifar10-1323,330104.0,cifar10,16,4096
cifar10-1324,330110.0,cifar10,6,2048
ncf-1325,330115.0,ncf,1,32768
cifar10-1326,330119.0,cifar10,16,4096
ncf-1327,330124.0,ncf,1,32768
ncf-1328,330128.0,ncf,1,32768
cifar10-1329,330132.0,cifar10,16,4096
cifar10-1330,330138.0,cifar10,16,4096
cifar10-1331,330142.0,cifar10,12,4096
ncf-1332,330147.0,ncf,1,32768
cifar10-1333,330153.0,cifar10,16,4096
cifar10-1334,330158.0,cifar10,8,2048
ncf-1335,330163.0,ncf,1,32768
ncf-1336,330168.0,ncf,1,32768
cifar10-1337,330173.0,cifar10,6,2048
ncf-1338,330180.0,ncf,1,32768
ncf-1339,330186.0,ncf,1,32768
ncf-1340,330193.0,ncf,1,32768
cifar10-1341,330201.0,cifar10,6,2048
cifar10-1342,330206.0,cifar10,6,2048
ncf-1343,330212.0,ncf,1,32768
cifar10-1344,330217.0,cifar10,16,4096
ncf-1345,330222.0,ncf,1,32768
cifar10-1346,330227.0,cifar10,12,4096
ncf-1347,330232.0,ncf,1,32768
cifar10-1348,330237.0,cifar10,6,2048
ncf-1349,330244.0,ncf,1,32768
ncf-1350,330249.0,ncf,1,32768
ncf-1351,330254.0,ncf,1,32768
cifar10-1352,330259.0,cifar10,16,4096
ncf-1353,330264.0,ncf,1,32768
cifar10-1354,330271.0,cifar10,12,4096
ncf-1355,330276.0,ncf,1,32768
ncf-1356,330281.0,ncf,1,32768
cifar10-1357,330286.0,cifar10,8,2048
cifar10-1358,330291.0,cifar10,16,4096
ncf-1359,330295.0,ncf,1,32768
ncf-1360,330300.0,ncf,1,32768
ncf-1361,330305.0,ncf,1,32768
cifar10-1362,330310.0,cifar10,6,2048
ncf-1363,330315.0,ncf,1,32768
cifar10-1364,330320.0,cifar10,16,4096
ncf-1365,330487.0,ncf,1,32768
cifar10-1366,330490.0,cifar10,16,4096
cifar10-1367,330589.0,cifar10,8,2048
ncf-1368,330695.0,ncf,1,32768
ncf-1369,330981.0,ncf,1,32768
ncf-1370,331049.0,ncf,1,32768
ncf-1371,331052.0,ncf,1,32768
cifar10-1372,331200.0,cifar10,16,4096
cifar10-1373,331295.0,cifar10,16,4096
cifar10-1374,331896.0,cifar10,8,2048
cifar10-1375,332108.0,cifar10,16,4096
ncf-1376,332114.0,ncf,1,32768
ncf-1377,332394.0,ncf,1,32768
ncf-1378,332419.0,ncf,1,32768
cifar10-1379,332454.0,cifar10,6,2048
ncf-1380,332496.0,ncf,1,32768
ncf-1381,333178.0,ncf,1,32768
ncf-1382,334295.0,ncf,1,32768
ncf-1383,334465.0,ncf,1,32768
ncf-1384,334498.0,ncf,1,32768
ncf-1385,334530.0,ncf,1,32768
ncf-1386,334561.0,ncf,1,32768
ncf-1387,334738.0,ncf,1,32768
cifar10-1388,335495.0,cifar10,6,2048
cifar10-1389,335814.0,cifar10,16,4096
cifar10-1390,335839.0,cifar10,12,4096
yolov3-1391,335855.0,yolov3,4,64
imagenet-1392,335992.0,imagenet,24,3200
imagenet-1393,336272.0,imagenet,48,6400
deepspeech2-1394,336492.0,deepspeech2,6,320
ncf-1395,336521.0,ncf,1,32768
imagenet-1396,336589.0,imagenet,48,6400
imagenet-1397,336625.0,imagenet,32,6400
cifar10-1398,336680.0,cifar10,8,2048
cifar10-1399,336695.0,cifar10,6,2048
ncf-1400,338495.0,ncf,1,32768
ncf-1401,339720.0,ncf,1,32768
ncf-1402,340296.0,ncf,1,32768
ncf-1403,340341.0,ncf,1,32768
imagenet-1404,340545.0,imagenet,24,3200
imagenet-1405,340659.0,imagenet,32,6400
cifar10-1406,340895.0,cifar10,16,4096
cifar10-1407,341495.0,cifar10,8,2048
cifar10-1408,342095.0,cifar10,12,4096
cifar10-1409,342695.0,cifar10,16,4096
yolov3-1410,342869.0,yolov3,4,64
yolov3-1411,342872.0,yolov3,4,64
yolov3-1412,342883.0,yolov3,4,64
yolov3-1413,342899.0,yolov3,4,64
yolov3-1414,342917.0,yolov3,4,64
yolov3-1415,342920.0,yolov3,4,64
yolov3-1416,342927.0,yolov3,4,64
yolov3-1417,342944.0,yolov3,4,64
yolov3-1418,342948.0,yolov3,4,64
imagenet-1419,342959.0,imagenet,48,6400
imagenet-1420,342967.0,imagenet,48,6400
imagenet-1421,342971.0,imagenet,32,6400
imagenet-1422,342974.0,imagenet,24,3200
yolov3-1423,342979.0,yolov3,4,64
imagenet-1424,342982.0,imagenet,32,6400
yolov3-1425,342985.0,yolov3,4,64
imagenet-1426,342990.0,imagenet,48,6400
yolov3-1427,342998.0,yolov3,4,64
yolov3-1428,343003.0,yolov3,4,64
yolov3-1429,343007.0,yolov3,4,64
yolov3-1430,343021.0,yolov3,4,64
yolov3-1431,343033.0,yolov3,4,64
yolov3-1432,343040.0,yolov3,4,64
imagenet-1433,343063.0,imagenet,24,3200
yolov3-1434,343067.0,yolov3,4,64
imagenet-1435,343085.0,imagenet,24,3200
imagenet-1436,343089.0,imagenet,48,6400
imagenet-1437,343093.0,imagenet,32,6400
imagenet-1438,343097.0,imagenet,32,6400
imagenet-1439,343100.0,imagenet,24,3200
imagenet-1440,343104.0,imagenet,32,6400
imagenet-1441,343108.0,imagenet,32,6400
imagenet-1442,343116.0,imagenet,32,6400
imagenet-1443,343124.0,imagenet,24,3200
imagenet-1444,343136.0,imagenet,48,6400
imagenet-1445,343143.0,imagenet,24,3200
imagenet-1446,343150.0,imagenet,48,6400
imagenet-1447,343155.0,imagenet,48,6400
imagenet-1448,343170.0,imagenet,24,3200
imagenet-1449,343174.0,imagenet,24,3200
yolov3-1450,343177.0,yolov3,4,64
yolov3-1451,343180.0,yolov3,4,64
imagenet-1452,343188.0,imagenet,48,6400
imagenet-1453,343191.0,imagenet,32,6400
imagenet-1454,343195.0,imagenet,48,6400
imagenet-1455,343214.0,imagenet,48,6400
imagenet-1456,343229.0,imagenet,48,6400
imagenet-1457,343258.0,imagenet,48,6400
ncf-1458,343295.0,ncf,1,32768
yolov3-1459,343337.0,yolov3,4,64
imagenet-1460,343340.0,imagenet,48,6400
imagenet-1461,343349.0,imagenet,24,3200
yolov3-1462,343355.0,yolov3,4,64
yolov3-1463,343374.0,yolov3,4,64
imagenet-1464,343378.0,imagenet,24,3200
yolov3-1465,343384.0,yolov3,4,64
yolov3-1466,343391.0,yolov3,4,64
yolov3-1467,343399.0,yolov3,4,64
yolov3-1468,343402.0,yolov3,4,64
yolov3-1469,343406.0,yolov3,4,64
imagenet-1470,343414.0,imagenet,24,3200
imagenet-1471,343421.0,imagenet,24,3200
yolov3-1472,343421.0,yolov3,4,64
yolov3-1473,343425.0,yolov3,4,64
yolov3-1474,343429.0,yolov3,4,64
yolov3-1475,343433.0,yolov3,4,64
yolov3-1476,343436.0,yolov3,4,64
yolov3-1477,343448.0,yolov3,4,64
yolov3-1478,343451.0,yolov3,4,64
imagenet-1479,343454.0,imagenet,32,6400
yolov3-1480,343455.0,yolov3,4,64
imagenet-1481,343459.0,imagenet,48,6400
imagenet-1482,343463.0,imagenet,24,3200
yolov3-1483,343467.0,yolov3,4,64
imagenet-1484,343470.0,imagenet,24,3200
yolov3-1485,343473.0,yolov3,4,64
yolov3-1486,343477.0,yolov3,4,64
yolov3-1487,343484.0,yolov3,4,64
yolov3-1488,343488.0,yolov3,4,64
yolov3-1489,343492.0,yolov3,4,64
yolov3-1490,343499.0,yolov3,4,64
yolov3-1491,343503.0,yolov3,4,64
yolov3-1492,343506.0,yolov3,4,64
yolov3-1493,343514.0,yolov3,4,64
yolov3-1494,343518.0,yolov3,4,64
yolov3-1495,343523.0,yolov3,4,64
yolov3-1496,343527.0,yolov3,4,64
yolov3-1497,343535.0,yolov3,4,64
yolov3-1498,343539.0,yolov3,4,64
yolov3-1499,343539.0,yolov3,4,64
yolov3-1500,343542.0,yolov3,4,64
yolov3-1501,343543.0,yolov3,4,64
yolov3-1502,343546.0,yolov3,4,64
yolov3-1503,343546.0,yolov3,4,64
yolov3-1504,343550.0,yolov3,4,64
yolov3-1505,343550.0,yolov3,4,64
yolov3-1506,343553.0,yolov3,4,64
yolov3-1507,343554.0,yolov3,4,64
yolov3-1508,343557.0,yolov3,4,64
yolov3-1509,343557.0,yolov3,4,64
yolov3-1510,343561.0,yolov3,4,64
yolov3-1511,343561.0,yolov3,4,64
yolov3-1512,343565.0,yolov3,4,64
yolov3-1513,343674.0,yolov3,4,64
yolov3-1514,343678.0,yolov3,4,64
yolov3-1515,343682.0,yolov3,4,64
yolov3-1516,343686.0,yolov3,4,64
yolov3-1517,343690.0,yolov3,4,64
yolov3-1518,343694.0,yolov3,4,64
yolov3-1519,343698.0,yolov3,4,64
yolov3-1520,343702.0,yolov3,4,64
yolov3-1521,343705.0,yolov3,4,64
yolov3-1522,343709.0,yolov3,4,64
yolov3-1523,343713.0,yolov3,4,64
yolov3-1524,343717.0,yolov3,4,64
yolov3-1525,343725.0,yolov3,4,64
yolov3-1526,343729.0,yolov3,4,64
yolov3-1527,343732.0,yolov3,4,64
yolov3-1528,343737.0,yolov3,4,64
yolov3-1529,343745.0,yolov3,4,64
yolov3-1530,343749.0,yolov3,4,64
yolov3-1531,343753.0,yolov3,4,64
yolov3-1532,343757.0,yolov3,4,64
yolov3-1533,343761.0,yolov3,4,64
yolov3-1534,343765.0,yolov3,4,64
yolov3-1535,343769.0,yolov3,4,64
ncf-1536,343895.0,ncf,1,32768
cifar10-1537,344495.0,cifar10,16,4096
ncf-1538,345095.0,ncf,1,32768
cifar10-1539,345696.0,cifar10,6,2048
cifar10-1540,345756.0,cifar10,6,2048
cifar10-1541,345820.0,cifar10,8,2048
ncf-1542,345883.0,ncf,1,32768
bert-1543,345945.0,bert,8,384
ncf-1544,346295.0,ncf,1,32768
ncf-1545,347496.0,ncf,1,32768
cifar10-1546,347793.0,cifar10,16,4096
bert-1547,347879.0,bert,6,384
ncf-1548,348096.0,ncf,1,32768
bert-1549,349140.0,bert,8,384
ncf-1550,349296.0,ncf,1,32768
ncf-1551,349896.0,ncf,1,32768
cifar10-1552,350496.0,cifar10,6,2048
cifar10-1553,352296.0,cifar10,12,4096
cifar10-1554,352896.0,cifar10,6,2048
cifar10-1555,354097.0,cifar10,12,4096
imagenet-1556,355068.0,imagenet,32,6400
cifar10-1557,355896.0,cifar10,16,4096
ncf-1558,356497.0,ncf,1,32768
ncf-1559,357696.0,ncf,1,32768
ncf-1560,358296.0,ncf,1,32768
ncf-1561,358896.0,ncf,1,32768
yolov3-1562,359308.0,yolov3,4,64
cifar10-1563,360268.0,cifar10,8,2048
cifar10-1564,360269.0,cifar10,16,4096
ncf-1565,361198.0,ncf,1,32768
ncf-1566,361296.0,ncf,1,32768
ncf-1567,361897.0,ncf,1,32768
cifar10-1568,362498.0,cifar10,8,2048
cifar10-1569,362773.0,cifar10,8,2048
cifar10-1570,363096.0,cifar10,12,4096
cifar10-1571,363696.0,cifar10,12,4096
yolov3-1572,363770.0,yolov3,4,64
yolov3-1573,363789.0,yolov3,4,64
yolov3-1574,363797.0,yolov3,4,64
yolov3-1575,363897.0,yolov3,4,64
deepspeech2-1576,363937.0,deepspeech2,6,320
yolov3-1577,364116.0,yolov3,4,64
yolov3-1578,364120.0,yolov3,4,64
yolov3-1579,364146.0,yolov3,4,64
yolov3-1580,364185.0,yolov3,4,64
yolov3-1581,364250.0,yolov3,4,64
yolov3-1582,364254.0,yolov3,4,64
cifar10-1583,364296.0,cifar10,12,4096
yolov3-1584,364306.0,yolov3,4,64
yolov3-1585,364320.0,yolov3,4,64
yolov3-1586,364328.0,yolov3,4,64
yolov3-1587,364366.0,yolov3,4,64
yolov3-1588,364401.0,yolov3,4,64
yolov3-1589,364417.0,yolov3,4,64
yolov3-1590,364433.0,yolov3,4,64
yolov3-1591,364445.0,yolov3,4,64
yolov3-1592,364526.0,yolov3,4,64
yolov3-1593,364558.0,yolov3,4,64
yolov3-1594,364585.0,yolov3,4,64
yolov3-1595,364614.0,yolov3,4,64
yolov3-1596,364637.0,yolov3,4,64
yolov3-1597,364675.0,yolov3,4,64
yolov3-1598,364749.0,yolov3,4,64
yolov3-1599,364787.0,yolov3,4,64
yolov3-1600,364816.0,yolov3,4,64
ncf-1601,364896.0,ncf,1,32768
cifar10-1602,365136.0,cifar10,8,2048
ncf-1603,365497.0,ncf,1,32768
cifar10-1604,366096.0,cifar10,12,4096
ncf-1605,366696.0,ncf,1,32768
cifar10-1606,367296.0,cifar10,6,2048
cifar10-1607,367898.0,cifar10,6,2048
yolov3-1608,367929.0,yolov3,4,64
ncf-1609,368178.0,ncf,1,32768
cifar10-1610,368266.0,cifar10,16,4096
cifar10-1611,368496.0,cifar10,12,4096
ncf-1612,368540.0,ncf,1,32768
ncf-1613,368547.0,ncf,1,32768
cifar10-1614,369054.0,cifar10,12,4096
cifar10-1615,369096.0,cifar10,16,4096
ncf-1616,369110.0,ncf,1,32768
cifar10-1617,369696.0,cifar10,8,2048
cifar10-1618,370296.0,cifar10,12,4096
ncf-1619,370896.0,ncf,1,32768
imagenet-1620,371007.0,imagenet,24,3200
yolov3-1621,371401.0,yolov3,4,64
yolov3-1622,371659.0,yolov3,4,64
ncf-1623,372096.0,ncf,1,32768
bert-1624,372118.0,bert,16,384
cifar10-1625,372574.0,cifar10,16,4096
cifar10-1626,372574.0,cifar10,12,4096
cifar10-1627,372695.0,cifar10,8,2048
ncf-1628,372817.0,ncf,1,32768
bert-1629,373066.0,bert,12,384
cifar10-1630,373296.0,cifar10,8,2048
ncf-1631,373426.0,ncf,1,32768
cifar10-1632,373452.0,cifar10,12,4096
cifar10-1633,373899.0,cifar10,16,4096
ncf-1634,374404.0,ncf,1,32768
ncf-1635,374455.0,ncf,1,32768
ncf-1636,374496.0,ncf,1,32768
ncf-1637,375096.0,ncf,1,32768
cifar10-1638,375696.0,cifar10,16,4096
bert-1639,376543.0,bert,6,384
imagenet-1640,377398.0,imagenet,48,6400
imagenet-1641,377403.0,imagenet,24,3200
imagenet-1642,377426.0,imagenet,24,3200
imagenet-1643,377431.0,imagenet,48,6400
yolov3-1644,377469.0,yolov3,4,64
yolov3-1645,377474.0,yolov3,4,64
yolov3-1646,377479.0,yolov3,4,64
cifar10-1647,377496.0,cifar10,12,4096
cifar10-1648,377867.0,cifar10,12,4096
ncf-1649,378022.0,ncf,1,32768
ncf-1650,378024.0,ncf,1,32768
ncf-1651,378096.0,ncf,1,32768
cifar10-1652,378696.0,cifar10,8,2048
ncf-1653,379896.0,ncf,1,32768
cifar10-1654,380446.0,cifar10,16,4096
ncf-1655,380496.0,ncf,1,32768
deepspeech2-1656,381173.0,deepspeech2,8,320
bert-1657,381194.0,bert,8,384
cifar10-1658,381696.0,cifar10,16,4096
cifar10-1659,382296.0,cifar10,6,2048
yolov3-1660,382588.0,yolov3,4,64
ncf-1661,382896.0,ncf,1,32768
cifar10-1662,383496.0,cifar10,16,4096
imagenet-1663,383752.0,imagenet,24,3200
cifar10-1664,384096.0,cifar10,6,2048
ncf-1665,384696.0,ncf,1,32768
cifar10-1666,385296.0,cifar10,12,4096
cifar10-1667,385896.0,cifar10,6,2048
cifar10-1668,386470.0,cifar10,6,2048
cifar10-1669,386496.0,cifar10,16,4096
cifar10-1670,386674.0,cifar10,12,4096
ncf-1671,386784.0,ncf,1,32768
ncf-1672,387696.0,ncf,1,32768
cifar10-1673,388296.0,cifar10,6,2048
yolov3-1674,388392.0,yolov3,4,64
cifar10-1675,388896.0,cifar10,16,4096
yolov3-1676,388984.0,yolov3,4,64
ncf-1677,389496.0,ncf,1,32768
cifar10-1678,390096.0,cifar10,12,4096
ncf-1679,390696.0,ncf,1,32768
cifar10-1680,391296.0,cifar10,12,4096
ncf-1681,391896.0,ncf,1,32768
deepspeech2-1682,392036.0,deepspeech2,6,320
cifar10-1683,392496.0,cifar10,16,4096
cifar10-1684,393096.0,cifar10,6,2048
ncf-1685,393526.0,ncf,1,32768
ncf-1686,393607.0,ncf,1,32768
ncf-1687,393614.0,ncf,1,32768
cifar10-1688,393621.0,cifar10,12,4096
ncf-1689,393628.0,ncf,1,32768
ncf-1690,393635.0,ncf,1,32768
ncf-1691,393641.0,ncf,1,32768
cifar10-1692,393654.0,cifar10,12,4096
ncf-1693,393661.0,ncf,1,32768
cifar10-1694,393673.0,cifar10,16,4096
ncf-1695,393680.0,ncf,1,32768
ncf-1696,393687.0,ncf,1,32768
cifar10-1697,393693.0,cifar10,6,2048
cifar10-1698,393696.0,cifar10,8,2048
ncf-1699,393699.0,ncf,1,32768
cifar10-1700,393706.0,cifar10,6,2048
ncf-1701,393712.0,ncf,1,32768
ncf-1702,393718.0,ncf,1,32768
ncf-1703,393732.0,ncf,1,32768
cifar10-1704,393738.0,cifar10,12,4096
cifar10-1705,393745.0,cifar10,8,2048
ncf-1706,393752.0,ncf,1,32768
ncf-1707,393760.0,ncf,1,32768
ncf-1708,393766.0,ncf,1,32768
ncf-1709,393773.0,ncf,1,32768
ncf-1710,393779.0,ncf,1,32768
cifar10-1711,393793.0,cifar10,6,2048
ncf-1712,393799.0,ncf,1,32768
cifar10-1713,393806.0,cifar10,8,2048
ncf-1714,393812.0,ncf,1,32768
ncf-1715,393819.0,ncf,1,32768
ncf-1716,393826.0,ncf,1,32768
cifar10-1717,393836.0,cifar10,12,4096
ncf-1718,393843.0,ncf,1,32768
cifar10-1719,393851.0,cifar10,16,4096
ncf-1720,393857.0,ncf,1,32768
cifar10-1721,393863.0,cifar10,16,4096
cifar10-1722,393869.0,cifar10,16,4096
ncf-1723,393876.0,ncf,1,32768
ncf-1724,393882.0,ncf,1,32768
ncf-1725,393890.0,ncf,1,32768
cifar10-1726,393897.0,cifar10,8,2048
ncf-1727,393903.0,ncf,1,32768
ncf-1728,393916.0,ncf,1,32768
cifar10-1729,393922.0,cifar10,12,4096
ncf-1730,393930.0,ncf,1,32768
ncf-1731,393937.0,ncf,1,32768
ncf-1732,393944.0,ncf,1,32768
cifar10-1733,393951.0,cifar10,6,2048
cifar10-1734,393958.0,cifar10,12,4096
cifar10-1735,393966.0,cifar10,16,4096
cifar10-1736,393972.0,cifar10,6,2048
ncf-1737,393979.0,ncf,1,32768
ncf-1738,393987.0,ncf,1,32768
ncf-1739,393994.0,ncf,1,32768
cifar10-1740,394000.0,cifar10,6,2048
cifar10-1741,394007.0,cifar10,16,4096
cifar10-1742,394296.0,cifar10,12,4096
deepspeech2-1743,394420.0,deepspeech2,8,320
ncf-1744,394896.0,ncf,1,32768
cifar10-1745,395496.0,cifar10,16,4096
deepspeech2-1746,395789.0,deepspeech2,6,320
ncf-1747,395864.0,ncf,1,32768
ncf-1748,396096.0,ncf,1,32768
cifar10-1749,396696.0,cifar10,8,2048
ncf-1750,397296.0,ncf,1,32768
cifar10-1751,397511.0,cifar10,16,4096
cifar10-1752,397896.0,cifar10,8,2048
cifar10-1753,398039.0,cifar10,16,4096
cifar10-1754,398498.0,cifar10,6,2048
ncf-1755,399096.0,ncf,1,32768
cifar10-1756,399696.0,cifar10,12,4096
cifar10-1757,400297.0,cifar10,16,4096
ncf-1758,400897.0,ncf,1,32768
imagenet-1759,401190.0,imagenet,48,6400
cifar10-1760,401496.0,cifar10,12,4096
ncf-1761,402096.0,ncf,1,32768
imagenet-1762,402395.0,imagenet,24,3200
bert-1763,402538.0,bert,8,384
cifar10-1764,402696.0,cifar10,6,2048
yolov3-1765,402880.0,yolov3,4,64
imagenet-1766,402988.0,imagenet,48,6400
cifar10-1767,403299.0,cifar10,6,2048
yolov3-1768,403520.0,yolov3,4,64
cifar10-1769,403896.0,cifar10,16,4096
cifar10-1770,404496.0,cifar10,6,2048
cifar10-1771,404503.0,cifar10,6,2048
cifar10-1772,405095.0,cifar10,8,2048
ncf-1773,405504.0,ncf,1,32768
cifar10-1774,405696.0,cifar10,6,2048
ncf-1775,406296.0,ncf,1,32768
yolov3-1776,406708.0,yolov3,4,64
ncf-1777,406896.0,ncf,1,32768
yolov3-1778,407263.0,yolov3,4,64
cifar10-1779,407645.0,cifar10,8,2048
ncf-1780,408095.0,ncf,1,32768
imagenet-1781,408504.0,imagenet,32,6400
ncf-1782,408696.0,ncf,1,32768
ncf-1783,409095.0,ncf,1,32768
cifar10-1784,409209.0,cifar10,8,2048
cifar10-1785,409296.0,cifar10,12,4096
cifar10-1786,409423.0,cifar10,8,2048
cifar10-1787,409777.0,cifar10,12,4096
cifar10-1788,409893.0,cifar10,16,4096
ncf-1789,409895.0,ncf,1,32768
ncf-1790,409952.0,ncf,1,32768
ncf-1791,409983.0,ncf,1,32768
ncf-1792,410496.0,ncf,1,32768
ncf-1793,411091.0,ncf,1,32768
cifar10-1794,411096.0,cifar10,16,4096
deepspeech2-1795,411272.0,deepspeech2,12,640
ncf-1796,411345.0,ncf,1,32768
deepspeech2-1797,411436.0,deepspeech2,12,640
ncf-1798,411687.0,ncf,1,32768
cifar10-1799,411696.0,cifar10,12,4096
ncf-1800,412896.0,ncf,1,32768
cifar10-1801,413496.0,cifar10,16,4096
ncf-1802,414427.0,ncf,1,32768
cifar10-1803,414696.0,cifar10,8,2048
imagenet-1804,414899.0,imagenet,24,3200
yolov3-1805,415164.0,yolov3,4,64
imagenet-1806,415212.0,imagenet,24,3200
ncf-1807,415268.0,ncf,1,32768
bert-1808,415291.0,bert,12,384
ncf-1809,415296.0,ncf,1,32768
bert-1810,415355.0,bert,16,384
bert-1811,415396.0,bert,16,384
cifar10-1812,415897.0,cifar10,16,4096
yolov3-1813,415998.0,yolov3,4,64
ncf-1814,416300.0,ncf,1,32768
ncf-1815,416305.0,ncf,1,32768
ncf-1816,416311.0,ncf,1,32768
cifar10-1817,416317.0,cifar10,6,2048
cifar10-1818,416325.0,cifar10,12,4096
ncf-1819,416334.0,ncf,1,32768
cifar10-1820,416340.0,cifar10,8,2048
ncf-1821,416346.0,ncf,1,32768
ncf-1822,416352.0,ncf,1,32768
cifar10-1823,416358.0,cifar10,8,2048
ncf-1824,416364.0,ncf,1,32768
ncf-1825,416371.0,ncf,1,32768
ncf-1826,416379.0,ncf,1,32768
cifar10-1827,416385.0,cifar10,6,2048
cifar10-1828,416397.0,cifar10,6,2048
cifar10-1829,416404.0,cifar10,8,2048
cifar10-1830,416410.0,cifar10,8,2048
cifar10-1831,416416.0,cifar10,8,2048
cifar10-1832,416422.0,cifar10,12,4096
ncf-1833,416428.0,ncf,1,32768
cifar10-1834,416434.0,cifar10,6,2048
ncf-1835,416440.0,ncf,1,32768
ncf-1836,416447.0,ncf,1,32768
ncf-1837,416452.0,ncf,1,32768
ncf-1838,416458.0,ncf,1,32768
ncf-1839,416464.0,ncf,1,32768
cifar10-1840,416466.0,cifar10,12,4096
ncf-1841,416468.0,ncf,1,32768
ncf-1842,416470.0,ncf,1,32768
ncf-1843,416476.0,ncf,1,32768
ncf-1844,416482.0,ncf,1,32768
ncf-1845,416488.0,ncf,1,32768
cifar10-1846,416493.0,cifar10,12,4096
cifar10-1847,416496.0,cifar10,6,2048
cifar10-1848,416499.0,cifar10,12,4096
cifar10-1849,416505.0,cifar10,8,2048
ncf-1850,416511.0,ncf,1,32768
cifar10-1851,416517.0,cifar10,16,4096
cifar10-1852,416522.0,cifar10,16,4096
ncf-1853,416529.0,ncf,1,32768
cifar10-1854,416535.0,cifar10,8,2048
ncf-1855,416542.0,ncf,1,32768
ncf-1856,416548.0,ncf,1,32768
ncf-1857,416553.0,ncf,1,32768
cifar10-1858,416559.0,cifar10,16,4096
cifar10-1859,416565.0,cifar10,8,2048
deepspeech2-1860,416575.0,deepspeech2,12,640
cifar10-1861,416586.0,cifar10,6,2048
cifar10-1862,416592.0,cifar10,6,2048
ncf-1863,416598.0,ncf,1,32768
ncf-1864,416604.0,ncf,1,32768
ncf-1865,416617.0,ncf,1,32768
ncf-1866,416623.0,ncf,1,32768
cifar10-1867,416630.0,cifar10,8,2048
ncf-1868,416640.0,ncf,1,32768
ncf-1869,416645.0,ncf,1,32768
ncf-1870,416651.0,ncf,1,32768
cifar10-1871,416657.0,cifar10,8,2048
cifar10-1872,416663.0,cifar10,12,4096
ncf-1873,416670.0,ncf,1,32768
cifar10-1874,417096.0,cifar10,16,4096
imagenet-1875,417563.0,imagenet,48,6400
cifar10-1876,417696.0,cifar10,12,4096
ncf-1877,418661.0,ncf,1,32768
imagenet-1878,418831.0,imagenet,24,3200
ncf-1879,418835.0,ncf,1,32768
ncf-1880,418873.0,ncf,1,32768
ncf-1881,418896.0,ncf,1,32768
cifar10-1882,419087.0,cifar10,12,4096
ncf-1883,419116.0,ncf,1,32768
cifar10-1884,419152.0,cifar10,8,2048
ncf-1885,419186.0,ncf,1,32768
ncf-1886,419338.0,ncf,1,32768
cifar10-1887,419344.0,cifar10,8,2048
cifar10-1888,419350.0,cifar10,12,4096
cifar10-1889,419356.0,cifar10,6,2048
ncf-1890,419364.0,ncf,1,32768
cifar10-1891,419370.0,cifar10,16,4096
ncf-1892,419376.0,ncf,1,32768
ncf-1893,419382.0,ncf,1,32768
ncf-1894,419388.0,ncf,1,32768
ncf-1895,419394.0,ncf,1,32768
ncf-1896,419400.0,ncf,1,32768
bert-1897,419406.0,bert,6,384
ncf-1898,419412.0,ncf,1,32768
ncf-1899,419418.0,ncf,1,32768
cifar10-1900,419429.0,cifar10,12,4096
ncf-1901,419435.0,ncf,1,32768
cifar10-1902,419442.0,cifar10,16,4096
cifar10-1903,419448.0,cifar10,12,4096
cifar10-1904,419453.0,cifar10,6,2048
cifar10-1905,419459.0,cifar10,6,2048
ncf-1906,419465.0,ncf,1,32768
cifar10-1907,419471.0,cifar10,6,2048
ncf-1908,419478.0,ncf,1,32768
ncf-1909,419484.0,ncf,1,32768
cifar10-1910,419490.0,cifar10,16,4096
cifar10-1911,419495.0,cifar10,8,2048
ncf-1912,419496.0,ncf,1,32768
ncf-1913,419501.0,ncf,1,32768
ncf-1914,419507.0,ncf,1,32768
cifar10-1915,419513.0,cifar10,16,4096
cifar10-1916,419518.0,cifar10,12,4096
ncf-1917,419524.0,ncf,1,32768
cifar10-1918,419536.0,cifar10,16,4096
cifar10-1919,419542.0,cifar10,6,2048
ncf-1920,419549.0,ncf,1,32768
cifar10-1921,419555.0,cifar10,8,2048
cifar10-1922,419560.0,cifar10,12,4096
deepspeech2-1923,419566.0,deepspeech2,12,640
cifar10-1924,419572.0,cifar10,8,2048
cifar10-1925,419579.0,cifar10,16,4096
ncf-1926,419585.0,ncf,1,32768
ncf-1927,419591.0,ncf,1,32768
cifar10-1928,419598.0,cifar10,16,4096
cifar10-1929,419604.0,cifar10,16,4096
ncf-1930,419610.0,ncf,1,32768
cifar10-1931,419617.0,cifar10,6,2048
cifar10-1932,419624.0,cifar10,12,4096
ncf-1933,419630.0,ncf,1,32768
bert-1934,419638.0,bert,16,384
cifar10-1935,419644.0,cifar10,16,4096
cifar10-1936,419650.0,cifar10,6,2048
ncf-1937,419657.0,ncf,1,32768
ncf-1938,419664.0,ncf,1,32768
ncf-1939,419670.0,ncf,1,32768
ncf-1940,419676.0,ncf,1,32768
cifar10-1941,419682.0,cifar10,12,4096
cifar10-1942,419688.0,cifar10,8,2048
ncf-1943,419689.0,ncf,1,32768
